#{"t_start": 1682401244.4086945, "env_id": null}
r,l,t,current_date,agent_id
-12.679997,27,229.568823,2017-05-31,45
-0.8533361,32,229.568835,2018-04-20,51
46.273327,35,230.339941,2018-02-13,32
39.893333,27,231.172019,2018-04-12,55
88.96668,32,231.172114,2017-05-30,62
-31.996662,33,232.196842,2018-01-10,14
9.396666,34,232.196936,2018-03-19,25
51.290005,31,232.196953,2017-09-16,28
134.56001,29,232.196964,2018-06-30,36
24.859999,21,232.196975,2018-06-18,47
38.289997,32,233.224625,2017-10-14,1
64.9,33,233.224715,2017-12-05,57
71.72002,21,233.224732,2018-08-21,60
-20.873333,29,234.845865,2018-05-13,20
50.496677,35,235.811898,2017-11-04,31
61.54666,33,235.811994,2018-02-01,41
58.456657,27,236.773371,2018-06-21,10
9.433334,32,236.773468,2018-06-17,12
-64.71333,33,236.773485,2018-05-14,49
78.15,33,237.660481,2018-02-03,23
-31.233341,32,238.873783,2018-06-02,22
54.24,30,238.873902,2018-08-01,58
51.26333,33,240.745474,2018-05-18,9
42.87666,35,240.745569,2017-08-06,44
59.88999,38,241.61728,2018-06-07,39
92.57001,33,241.617372,2018-03-11,48
42.69,22,242.473096,2018-04-03,4
53.14666,29,242.473192,2017-07-01,34
12.29,28,242.473211,2018-02-23,61
-12.203336,31,243.87353,2018-03-08,6
4.1133337,31,244.664773,2017-05-23,37
67.496666,33,244.664867,2018-01-15,42
-29.696663,49,244.664883,2017-11-14,63
-32.170002,40,246.74295,2017-09-25,7
8.676664,28,247.662783,2018-06-13,2
-21.503334,30,247.662883,2017-12-16,5
81.69334,30,248.766589,2017-07-26,19
33.010002,36,248.766696,2018-04-21,21
100.54,35,248.766713,2018-01-02,29
-98.78334,40,248.766725,2017-09-20,52
57.0,34,248.766736,2017-09-29,53
70.29332,27,248.766745,2018-08-26,59
66.04332,39,249.692066,2018-01-20,38
77.01667,23,249.69216,2018-01-14,51
1.5033344,27,250.63608,2018-01-14,8
91.67001,39,250.636173,2018-05-08,17
-16.250004,30,250.63619,2017-12-20,26
-1.1933341,27,250.636201,2018-04-24,33
-39.653336,38,251.327475,2018-02-25,56
56.186676,37,252.21449,2017-10-18,24
77.87,27,253.089651,2018-05-04,13
34.253326,38,253.089739,2017-08-10,40
-7.7266674,29,253.089755,2018-06-07,50
44.09333,36,254.176691,2017-10-31,18
123.743324,24,254.176799,2018-08-01,57
129.93001,31,255.002447,2017-07-29,3
83.246666,31,255.002535,2018-02-24,27
76.35,29,255.002552,2017-07-21,45
104.986664,32,255.999921,2017-12-17,15
-11.8433275,38,255.99999,2018-08-28,43
52.01667,27,256.784846,2017-11-25,1
1.7366682,28,256.784934,2017-08-17,14
81.41667,35,256.784951,2017-11-05,35
16.976665,23,256.784965,2017-09-29,49
48.633327,34,257.722112,2018-03-22,11
15.013333,24,257.722206,2017-06-08,12
77.22667,26,257.722222,2018-07-10,20
-17.853334,32,257.722233,2017-05-29,30
88.99666,31,257.722243,2018-03-05,32
96.68001,29,257.722252,2017-08-12,47
-156.7367,41,258.409652,2017-09-01,0
73.66668,31,259.770588,2017-07-06,60
-201.49669,51,261.17447,2017-09-11,46
-161.25002,42,261.174564,2017-09-10,54
55.220005,31,262.792145,2018-01-27,10
-64.89667,36,262.792237,2018-03-09,25
-16.320004,37,262.792254,2018-02-06,55
104.54667,26,263.642741,2018-01-13,34
33.963337,27,263.644889,2017-07-03,39
-18.776667,28,263.644926,2017-10-27,44
31.320004,27,263.644941,2018-06-28,48
8.439998,38,263.644953,2018-05-13,62
47.329998,46,264.357861,2017-10-30,16
-24.22334,38,264.357978,2018-04-28,28
98.240005,35,265.155751,2018-01-27,41
119.25001,33,265.793644,2017-10-07,22
-33.096664,30,266.696587,2018-02-25,61
28.646664,33,267.567762,2018-07-17,9
29.163332,36,267.567858,2018-05-17,23
-29.609987,38,267.567874,2018-05-19,31
59.79666,35,267.567886,2018-05-11,58
30.873331,29,268.489602,2017-10-20,37
-4.413335,25,269.921206,2018-08-01,51
-90.266655,46,270.85332,2017-09-14,36
177.11336,32,270.853459,2018-07-16,63
70.58666,26,271.545798,2017-07-28,17
64.46667,28,271.545892,2018-05-04,21
20.030008,30,272.513337,2018-01-16,2
18.010002,29,272.513438,2018-04-23,29
74.62666,23,272.513455,2018-06-11,57
63.129997,32,273.911724,2018-02-09,5
-20.213337,36,273.911846,2017-12-10,42
47.246666,38,274.837637,2018-05-05,6
40.973335,30,274.837728,2018-04-22,26
58.390003,31,274.837744,2018-02-17,38
30.680002,27,274.837755,2018-08-27,40
6.77,33,275.707763,2018-05-10,53
-4.920014,42,276.622573,2018-07-07,4
